0 1 2 1 2 0 1 0 1 1 1 1 0 # cap chiral index = [(0,1),(2,1),(2,0),(1,0),(1,1),(1,1)], extra hexagons = 0
0 1 2 1 1 2 1 0 2 0 1 0 0 # cap chiral index = [(0,1),(2,1),(1,2),(1,0),(2,0),(1,0)], extra hexagons = 0
